Teacher_ID,School_ID,Subject,Training_Level,Years_of_Experience,Student_Teacher_Ratio
TCH1850,SCH255,Nepali,Advanced,17,9
TCH1851,SCH066,Nepali,Advanced,10,20
TCH1852,SCH411,Social Studies,Basic,12,25
TCH1853,SCH464,Math,Advanced,4,10
TCH1854,SCH015,Math,Basic,14,8
TCH1855,SCH472,English,Basic,1,23
TCH1856,SCH357,Social Studies,Basic,13,27
TCH1857,SCH120,Math,Basic,13,8
TCH1858,SCH289,Nepali,Advanced,8,8
TCH1859,SCH221,Social Studies,Basic,8,25
TCH1860,SCH043,English,Basic,18,8
TCH1861,SCH092,English,Basic,6,22
TCH1862,SCH044,Science,Advanced,8,27
TCH1863,SCH485,Nepali,Advanced,7,11
TCH1864,SCH338,English,Basic,15,9
TCH1865,SCH329,Math,Advanced,17,10
TCH1866,SCH317,Science,Advanced,7,8
TCH1867,SCH306,Science,Basic,17,8
TCH1868,SCH268,Math,Advanced,11,20
TCH1869,SCH354,Math,Basic,17,8
TCH1870,SCH045,Math,Basic,1,23
TCH1871,SCH486,Science,Basic,14,29
TCH1872,SCH495,English,Advanced,11,27
TCH1873,SCH385,English,Basic,7,8
TCH1874,SCH440,Science,Basic,14,29
TCH1875,SCH328,Math,Basic,6,10
TCH1876,SCH188,English,Basic,7,20
TCH1877,SCH161,Social Studies,Basic,1,26
TCH1878,SCH143,Math,Basic,11,9
TCH1879,SCH426,Nepali,Basic,7,24
TCH1880,SCH210,Nepali,Advanced,9,29
TCH1881,SCH006,Nepali,Basic,12,28
TCH1882,SCH416,English,Basic,5,22
TCH1883,SCH366,Science,Advanced,4,28
TCH1884,SCH044,English,Advanced,11,18
TCH1885,SCH396,Science,Advanced,18,10
TCH1886,SCH113,Science,Basic,8,29
TCH1887,SCH270,English,Basic,13,8
TCH1888,SCH461,English,Advanced,7,10
TCH1889,SCH500,Science,Advanced,8,27
TCH1890,SCH086,Science,Advanced,25,12
TCH1891,SCH122,Science,Basic,3,25
TCH1892,SCH205,Nepali,Basic,6,26
TCH1893,SCH230,Social Studies,Advanced,6,8
TCH1894,SCH110,English,Advanced,1,15
TCH1895,SCH439,English,Advanced,7,14
TCH1896,SCH213,Science,Basic,9,10
TCH1897,SCH101,Social Studies,Advanced,5,8
TCH1898,SCH386,Math,Basic,3,22
TCH1899,SCH289,Social Studies,Advanced,11,12
TCH1900,SCH042,Science,Basic,20,11
TCH1901,SCH259,Social Studies,Basic,11,23
TCH1902,SCH054,Nepali,Advanced,18,21
TCH1903,SCH360,Social Studies,Basic,11,9
TCH1904,SCH432,Science,Basic,18,9
TCH1905,SCH149,Social Studies,Basic,13,11
TCH1906,SCH375,Nepali,Advanced,5,11
TCH1907,SCH286,Math,Basic,9,21
TCH1908,SCH424,English,Basic,5,24
TCH1909,SCH018,Science,Advanced,9,30
TCH1910,SCH029,Nepali,Advanced,22,8
TCH1911,SCH053,English,Basic,27,9
TCH1912,SCH424,Math,Basic,17,30
TCH1913,SCH424,Science,Basic,2,19
TCH1914,SCH137,English,Advanced,12,11
TCH1915,SCH319,Nepali,Advanced,12,10
TCH1916,SCH454,Science,Advanced,10,18
TCH1917,SCH296,Social Studies,Advanced,12,8
TCH1918,SCH013,English,Advanced,6,19
TCH1919,SCH241,Science,Advanced,4,10
TCH1920,SCH189,Math,Advanced,11,13
TCH1921,SCH229,Social Studies,Advanced,6,27
TCH1922,SCH036,English,Advanced,19,10
TCH1923,SCH333,English,Basic,9,29
TCH1924,SCH227,Science,Advanced,19,11
TCH1925,SCH308,Social Studies,Basic,20,10
TCH1926,SCH422,Social Studies,Advanced,5,10
TCH1927,SCH442,English,Advanced,4,30
TCH1928,SCH032,English,Basic,6,28
TCH1929,SCH157,Math,Basic,3,20
TCH1930,SCH359,Nepali,Advanced,10,8
TCH1931,SCH443,Math,Basic,16,12
TCH1932,SCH256,Math,Basic,10,30
TCH1933,SCH102,Math,Advanced,11,23
TCH1934,SCH446,English,Basic,12,10
TCH1935,SCH366,Social Studies,Basic,13,25
TCH1936,SCH112,Social Studies,Basic,2,19
TCH1937,SCH030,Social Studies,Basic,7,25
TCH1938,SCH290,Nepali,Advanced,4,12
TCH1939,SCH262,English,Basic,7,28
TCH1940,SCH416,Nepali,Basic,3,28
TCH1941,SCH028,Social Studies,Advanced,2,22
TCH1942,SCH253,Math,Basic,5,23
TCH1943,SCH409,Science,Basic,18,10
TCH1944,SCH364,Social Studies,Basic,3,20
TCH1945,SCH076,English,Basic,8,24
TCH1946,SCH385,Social Studies,Basic,13,8
TCH1947,SCH165,English,Basic,19,18
TCH1948,SCH062,English,Advanced,10,8
TCH1949,SCH350,Math,Advanced,4,11
TCH1950,SCH348,Nepali,Advanced,10,8
TCH1951,SCH211,Nepali,Basic,9,11
TCH1952,SCH347,Nepali,Advanced,17,13
TCH1953,SCH366,Nepali,Basic,9,22
TCH1954,SCH414,Math,Basic,8,11
TCH1955,SCH416,Social Studies,Basic,14,17
TCH1956,SCH041,Science,Advanced,11,8
TCH1957,SCH091,Social Studies,Basic,8,31
TCH1958,SCH042,Social Studies,Advanced,1,8
TCH1959,SCH431,Math,Advanced,21,10
TCH1960,SCH149,Nepali,Advanced,11,11
TCH1961,SCH173,English,Advanced,22,10
TCH1962,SCH156,Math,Advanced,11,8
TCH1963,SCH059,Social Studies,Advanced,6,8
TCH1964,SCH185,Social Studies,Basic,8,30
TCH1965,SCH372,Social Studies,Basic,9,10
TCH1966,SCH434,Math,Basic,12,26
TCH1967,SCH082,Nepali,Advanced,7,19
TCH1968,SCH179,Science,Basic,11,29
TCH1969,SCH277,Social Studies,Advanced,12,9
TCH1970,SCH278,Nepali,Basic,16,10
TCH1971,SCH053,English,Advanced,21,9
TCH1972,SCH298,Social Studies,Basic,11,26
TCH1973,SCH355,Science,Basic,8,22
TCH1974,SCH444,Math,Basic,11,31
TCH1975,SCH069,English,Advanced,1,10
TCH1976,SCH209,Nepali,Basic,10,21
TCH1977,SCH491,Science,Basic,10,26
TCH1978,SCH018,English,Basic,11,23
TCH1979,SCH211,Nepali,Advanced,4,10
TCH1980,SCH251,English,Basic,14,28
TCH1981,SCH187,English,Basic,1,24
TCH1982,SCH057,English,Basic,7,27
TCH1983,SCH455,Science,Basic,7,24
TCH1984,SCH494,Social Studies,Basic,8,14
TCH1985,SCH098,Science,Advanced,1,10
TCH1986,SCH125,Nepali,Basic,8,27
TCH1987,SCH334,Science,Advanced,9,9
TCH1988,SCH151,Nepali,Advanced,10,23
TCH1989,SCH070,Social Studies,Advanced,7,12
TCH1990,SCH498,Math,Advanced,2,22
TCH1991,SCH236,Math,Basic,14,11
TCH1992,SCH182,Math,Basic,10,10
TCH1993,SCH308,Math,Advanced,13,9
TCH1994,SCH182,Science,Basic,6,11
TCH1995,SCH389,English,Basic,3,35
TCH1996,SCH235,Nepali,Basic,8,13
TCH1997,SCH187,English,Basic,13,23
TCH1998,SCH376,Nepali,Basic,18,11
TCH1999,SCH416,English,Basic,6,18
TCH2000,SCH195,Social Studies,Advanced,2,11
TCH2001,SCH452,English,Advanced,7,25
TCH2002,SCH343,Nepali,Advanced,18,9
TCH2003,SCH113,Math,Basic,11,22
TCH2004,SCH192,English,Basic,8,25
TCH2005,SCH225,Science,Advanced,2,24
TCH2006,SCH275,Nepali,Advanced,17,11
TCH2007,SCH115,Math,Advanced,20,9
TCH2008,SCH187,English,Basic,15,25
TCH2009,SCH482,Math,Basic,5,25
TCH2010,SCH237,Nepali,Basic,7,10
TCH2011,SCH476,English,Advanced,2,12
TCH2012,SCH433,Social Studies,Advanced,8,10
TCH2013,SCH013,Math,Basic,13,22
TCH2014,SCH497,Science,Advanced,11,29
TCH2015,SCH464,Math,Advanced,12,10
TCH2016,SCH154,Social Studies,Basic,14,20
TCH2017,SCH489,Social Studies,Advanced,13,18
TCH2018,SCH229,Social Studies,Basic,5,32
TCH2019,SCH295,Nepali,Basic,17,10
TCH2020,SCH013,Social Studies,Basic,18,20
TCH2021,SCH470,Nepali,Basic,10,24
TCH2022,SCH281,Nepali,Basic,8,28
TCH2023,SCH148,Science,Basic,11,25
TCH2024,SCH466,Nepali,Basic,16,12
TCH2025,SCH236,Math,Advanced,14,11
TCH2026,SCH037,Science,Basic,9,23
TCH2027,SCH143,English,Basic,12,11
TCH2028,SCH470,Nepali,Basic,1,26
TCH2029,SCH335,Science,Basic,11,25
TCH2030,SCH243,Social Studies,Basic,3,27
TCH2031,SCH148,Science,Basic,4,31
TCH2032,SCH379,English,Advanced,18,10
TCH2033,SCH097,Science,Advanced,10,8
TCH2034,SCH497,English,Basic,17,22
TCH2035,SCH269,Math,Basic,21,8
TCH2036,SCH330,Social Studies,Basic,7,22
TCH2037,SCH088,Social Studies,Basic,3,26
TCH2038,SCH017,Science,Basic,16,23
TCH2039,SCH208,Science,Advanced,13,8
TCH2040,SCH002,Science,Advanced,6,8
TCH2041,SCH290,Math,Advanced,7,9
TCH2042,SCH199,English,Advanced,3,13
TCH2043,SCH329,Social Studies,Advanced,14,11
TCH2044,SCH107,English,Advanced,3,10
TCH2045,SCH099,Social Studies,Advanced,21,9
TCH2046,SCH105,Nepali,Basic,9,23
TCH2047,SCH021,Social Studies,Advanced,10,25
TCH2048,SCH427,Science,Advanced,10,10
TCH2049,SCH427,Math,Basic,11,10
TCH2050,SCH075,English,Basic,7,29
TCH2051,SCH188,Nepali,Basic,17,26
TCH2052,SCH033,Science,Advanced,10,23
TCH2053,SCH007,Science,Basic,11,18
TCH2054,SCH327,English,Basic,15,8
TCH2055,SCH478,Social Studies,Advanced,20,11
TCH2056,SCH280,English,Advanced,11,11
TCH2057,SCH368,English,Advanced,17,24
TCH2058,SCH128,Social Studies,Basic,9,26
TCH2059,SCH121,English,Basic,10,23
TCH2060,SCH017,Science,Basic,12,25
TCH2061,SCH150,Social Studies,Basic,13,8
TCH2062,SCH202,Nepali,Advanced,18,8
TCH2063,SCH120,Science,Basic,3,8
TCH2064,SCH444,Science,Advanced,12,23
TCH2065,SCH174,Social Studies,Basic,8,10
TCH2066,SCH409,Science,Advanced,4,10
TCH2067,SCH124,Social Studies,Advanced,25,11
TCH2068,SCH173,English,Advanced,14,11
TCH2069,SCH459,Science,Advanced,26,9
TCH2070,SCH419,Science,Basic,9,8
TCH2071,SCH417,Science,Advanced,1,25
TCH2072,SCH032,Science,Basic,8,26
TCH2073,SCH182,Nepali,Basic,5,8
TCH2074,SCH486,Nepali,Basic,1,26
TCH2075,SCH163,English,Basic,9,31
TCH2076,SCH049,Social Studies,Advanced,19,8
TCH2077,SCH434,Math,Basic,2,27
TCH2078,SCH157,Science,Advanced,8,28
TCH2079,SCH073,Math,Basic,14,26
TCH2080,SCH477,Science,Basic,12,8
TCH2081,SCH346,Nepali,Advanced,3,27
TCH2082,SCH293,Nepali,Basic,4,9
TCH2083,SCH282,English,Basic,2,21
TCH2084,SCH110,Nepali,Basic,7,23
TCH2085,SCH327,Nepali,Advanced,15,12
TCH2086,SCH169,Social Studies,Advanced,6,20
TCH2087,SCH412,Nepali,Advanced,6,28
TCH2088,SCH246,Social Studies,Advanced,3,20
TCH2089,SCH379,Social Studies,Basic,3,12
TCH2090,SCH052,Math,Basic,1,20
TCH2091,SCH279,Nepali,Basic,2,23
TCH2092,SCH279,Social Studies,Advanced,4,25
TCH2093,SCH309,Social Studies,Basic,8,8
TCH2094,SCH128,Nepali,Advanced,5,20
TCH2095,SCH277,Science,Advanced,18,12
TCH2096,SCH228,Math,Basic,1,26
TCH2097,SCH388,Math,Advanced,12,10
TCH2098,SCH335,Nepali,Basic,5,22
TCH2099,SCH106,Nepali,Basic,12,28
TCH2100,SCH178,English,Advanced,12,8
TCH2101,SCH382,Social Studies,Advanced,12,9
TCH2102,SCH270,Science,Basic,11,10
TCH2103,SCH452,Social Studies,Advanced,7,28
TCH2104,SCH481,Math,Advanced,8,11
TCH2105,SCH356,Science,Advanced,6,28
TCH2106,SCH291,Social Studies,Advanced,17,10
TCH2107,SCH030,Math,Advanced,5,17
TCH2108,SCH090,English,Basic,10,23
TCH2109,SCH397,English,Basic,12,11
TCH2110,SCH306,Science,Advanced,7,10
TCH2111,SCH034,Social Studies,Basic,1,26
TCH2112,SCH061,Nepali,Advanced,4,15
TCH2113,SCH143,Social Studies,Advanced,14,15
TCH2114,SCH337,Nepali,Basic,11,8
TCH2115,SCH183,English,Advanced,15,9
TCH2116,SCH105,English,Advanced,10,21
TCH2117,SCH064,Nepali,Basic,1,26
TCH2118,SCH122,English,Basic,5,22
TCH2119,SCH463,Math,Advanced,17,9
TCH2120,SCH082,Social Studies,Basic,10,22
TCH2121,SCH457,Nepali,Advanced,19,13
TCH2122,SCH177,Science,Basic,16,8
TCH2123,SCH359,Science,Advanced,16,9
TCH2124,SCH250,Nepali,Advanced,10,23
TCH2125,SCH182,Math,Basic,9,10
TCH2126,SCH308,Math,Advanced,23,10
TCH2127,SCH057,Nepali,Basic,6,22
TCH2128,SCH494,Nepali,Basic,9,13
TCH2129,SCH113,Social Studies,Advanced,5,23
TCH2130,SCH075,Science,Basic,2,27
TCH2131,SCH446,English,Advanced,15,12
TCH2132,SCH334,English,Advanced,16,9
TCH2133,SCH245,Science,Advanced,21,12
TCH2134,SCH014,Social Studies,Basic,12,10
TCH2135,SCH393,English,Advanced,2,10
TCH2136,SCH424,Science,Advanced,8,24
TCH2137,SCH003,Science,Advanced,14,8
TCH2138,SCH393,Science,Advanced,25,11
TCH2139,SCH445,Social Studies,Basic,16,11
TCH2140,SCH286,Math,Basic,12,25
TCH2141,SCH176,Nepali,Basic,5,18
TCH2142,SCH137,Science,Advanced,18,11
TCH2143,SCH069,Social Studies,Advanced,4,8
TCH2144,SCH377,Science,Advanced,1,9
TCH2145,SCH433,Nepali,Advanced,18,8
TCH2146,SCH425,Social Studies,Basic,12,8
TCH2147,SCH447,Math,Basic,1,22
TCH2148,SCH207,Nepali,Basic,22,8
TCH2149,SCH402,Math,Advanced,3,8
TCH2150,SCH345,Social Studies,Basic,8,9
TCH2151,SCH062,Science,Basic,7,8
TCH2152,SCH368,Social Studies,Basic,10,24
TCH2153,SCH060,Math,Advanced,5,11
TCH2154,SCH338,Math,Advanced,25,10
TCH2155,SCH487,Science,Basic,13,22
TCH2156,SCH301,Social Studies,Basic,12,8
TCH2157,SCH395,Math,Advanced,1,8
TCH2158,SCH369,Science,Basic,5,20
TCH2159,SCH226,Social Studies,Advanced,10,8
TCH2160,SCH414,Science,Advanced,23,8
TCH2161,SCH229,Science,Advanced,3,22
TCH2162,SCH432,English,Basic,17,11
TCH2163,SCH496,English,Basic,12,8
TCH2164,SCH223,Social Studies,Advanced,1,8
TCH2165,SCH479,Social Studies,Basic,12,9
TCH2166,SCH273,Math,Basic,13,26
TCH2167,SCH168,Social Studies,Basic,4,27
TCH2168,SCH305,Science,Basic,1,26
TCH2169,SCH286,Science,Advanced,12,27
TCH2170,SCH433,Social Studies,Basic,8,11
TCH2171,SCH008,Math,Advanced,1,8
TCH2172,SCH095,Social Studies,Basic,3,17
TCH2173,SCH127,English,Advanced,18,12
TCH2174,SCH166,Social Studies,Basic,10,12
TCH2175,SCH459,Math,Advanced,5,9
TCH2176,SCH329,Math,Advanced,9,8
TCH2177,SCH088,Nepali,Advanced,10,24
TCH2178,SCH415,Science,Advanced,9,10
TCH2179,SCH117,Social Studies,Advanced,12,23
TCH2180,SCH265,English,Advanced,25,11
TCH2181,SCH064,Nepali,Basic,9,25
TCH2182,SCH496,Nepali,Advanced,23,10
TCH2183,SCH219,Nepali,Basic,11,8
TCH2184,SCH360,Math,Basic,13,11
TCH2185,SCH109,Math,Advanced,22,9
TCH2186,SCH387,English,Advanced,13,9
TCH2187,SCH295,Social Studies,Advanced,15,11
TCH2188,SCH406,Math,Advanced,8,10
TCH2189,SCH088,Nepali,Basic,8,26
TCH2190,SCH449,English,Basic,13,31
TCH2191,SCH437,Social Studies,Basic,1,28
TCH2192,SCH376,Science,Advanced,6,11
TCH2193,SCH324,English,Advanced,13,8
TCH2194,SCH064,Science,Basic,15,23
TCH2195,SCH030,Math,Basic,12,25
TCH2196,SCH337,Social Studies,Advanced,2,9
TCH2197,SCH259,English,Advanced,11,23
TCH2198,SCH203,Social Studies,Basic,3,27
TCH2199,SCH293,Science,Advanced,10,9
TCH2200,SCH429,English,Basic,4,12
TCH2201,SCH067,Math,Basic,21,9
TCH2202,SCH094,Math,Basic,4,34
TCH2203,SCH264,Social Studies,Basic,9,21
TCH2204,SCH301,Social Studies,Advanced,13,10
TCH2205,SCH004,Science,Advanced,19,14
TCH2206,SCH480,Math,Basic,11,11
TCH2207,SCH368,Math,Advanced,5,19
TCH2208,SCH447,English,Basic,8,17
TCH2209,SCH353,Nepali,Advanced,27,12
TCH2210,SCH408,English,Basic,13,8
TCH2211,SCH379,Nepali,Advanced,12,8
TCH2212,SCH315,Social Studies,Advanced,16,12
TCH2213,SCH407,Math,Advanced,12,8
TCH2214,SCH312,Nepali,Advanced,2,8
TCH2215,SCH389,Math,Advanced,4,20
TCH2216,SCH499,English,Basic,8,12
TCH2217,SCH430,Science,Advanced,8,8
TCH2218,SCH125,Social Studies,Advanced,8,27
TCH2219,SCH175,Science,Basic,13,32
TCH2220,SCH358,Science,Advanced,7,9
TCH2221,SCH088,Social Studies,Basic,1,20
TCH2222,SCH280,Math,Advanced,10,8
TCH2223,SCH352,Math,Basic,3,21
TCH2224,SCH493,Math,Basic,12,19
TCH2225,SCH262,Nepali,Basic,15,20
TCH2226,SCH269,Math,Advanced,21,8
TCH2227,SCH421,Math,Advanced,4,10
TCH2228,SCH384,Social Studies,Advanced,11,11
TCH2229,SCH085,Nepali,Advanced,6,9
TCH2230,SCH141,Social Studies,Basic,11,11
TCH2231,SCH200,Science,Advanced,10,28
TCH2232,SCH337,Science,Basic,19,9
TCH2233,SCH489,English,Advanced,15,24
TCH2234,SCH471,Math,Basic,8,26
TCH2235,SCH329,Science,Basic,12,11
TCH2236,SCH255,English,Basic,14,8
TCH2237,SCH483,Math,Basic,1,26
TCH2238,SCH045,Social Studies,Advanced,3,26
TCH2239,SCH385,Social Studies,Advanced,2,9
TCH2240,SCH037,English,Basic,4,26
TCH2241,SCH459,Nepali,Advanced,5,11
TCH2242,SCH133,Social Studies,Basic,13,26
TCH2243,SCH252,Social Studies,Basic,13,11
TCH2244,SCH204,Math,Advanced,16,8
TCH2245,SCH036,English,Advanced,18,13
TCH2246,SCH324,Science,Advanced,15,8
TCH2247,SCH126,English,Basic,1,16
TCH2248,SCH284,Math,Advanced,18,12
TCH2249,SCH258,English,Basic,14,11
TCH2250,SCH258,Social Studies,Advanced,10,11
TCH2251,SCH323,Social Studies,Basic,11,10
TCH2252,SCH221,English,Advanced,9,27
TCH2253,SCH054,English,Advanced,3,20
TCH2254,SCH472,Math,Basic,15,29
TCH2255,SCH351,Math,Basic,15,10
TCH2256,SCH269,Nepali,Advanced,5,10
TCH2257,SCH176,Social Studies,Advanced,3,29
TCH2258,SCH171,Nepali,Basic,4,10
TCH2259,SCH002,English,Advanced,15,10
TCH2260,SCH273,English,Basic,12,21
TCH2261,SCH395,Nepali,Basic,15,9
TCH2262,SCH282,Math,Basic,8,17
TCH2263,SCH028,Math,Advanced,13,21
TCH2264,SCH262,Science,Basic,9,30
TCH2265,SCH006,Math,Basic,19,28
TCH2266,SCH057,Social Studies,Basic,10,28
TCH2267,SCH336,English,Advanced,5,25
TCH2268,SCH008,Social Studies,Advanced,17,9
TCH2269,SCH046,English,Basic,1,29
TCH2270,SCH055,English,Advanced,16,8
TCH2271,SCH383,Nepali,Advanced,2,26
TCH2272,SCH420,Science,Basic,25,25
TCH2273,SCH489,Science,Advanced,5,17
TCH2274,SCH310,Social Studies,Basic,9,27
TCH2275,SCH392,English,Basic,6,24
TCH2276,SCH187,Math,Basic,6,20
TCH2277,SCH426,Nepali,Basic,3,15
TCH2278,SCH456,Science,Advanced,5,10
TCH2279,SCH310,Math,Basic,3,26
TCH2280,SCH195,Nepali,Advanced,1,10
TCH2281,SCH402,Science,Advanced,8,8
TCH2282,SCH247,Social Studies,Advanced,19,8
TCH2283,SCH340,Science,Basic,15,11
TCH2284,SCH263,Nepali,Advanced,10,8
TCH2285,SCH020,Nepali,Basic,8,23
TCH2286,SCH357,Science,Basic,13,28
TCH2287,SCH100,Science,Basic,7,20
TCH2288,SCH270,English,Advanced,11,10
TCH2289,SCH023,Social Studies,Basic,7,24
TCH2290,SCH398,Nepali,Advanced,4,19
TCH2291,SCH054,Math,Basic,6,25
TCH2292,SCH404,English,Basic,8,24
TCH2293,SCH247,Nepali,Advanced,1,8
TCH2294,SCH259,Nepali,Basic,13,27
TCH2295,SCH332,Science,Basic,11,10
TCH2296,SCH052,Social Studies,Basic,2,20
TCH2297,SCH090,Nepali,Basic,4,23
TCH2298,SCH362,English,Basic,8,10
TCH2299,SCH115,Nepali,Advanced,12,10
TCH2300,SCH284,Nepali,Advanced,1,15
TCH2301,SCH202,Nepali,Advanced,13,9
TCH2302,SCH001,Social Studies,Advanced,9,9
TCH2303,SCH058,Science,Advanced,9,8
TCH2304,SCH347,Science,Advanced,11,11
TCH2305,SCH260,English,Advanced,11,10
TCH2306,SCH368,Math,Advanced,12,28
TCH2307,SCH499,Social Studies,Advanced,22,8
TCH2308,SCH366,Science,Basic,3,21
TCH2309,SCH189,English,Advanced,1,8
TCH2310,SCH353,Social Studies,Advanced,15,12
TCH2311,SCH166,English,Advanced,14,13
TCH2312,SCH426,Social Studies,Basic,3,28
TCH2313,SCH261,Nepali,Basic,11,25
TCH2314,SCH481,Math,Advanced,11,9
TCH2315,SCH126,Social Studies,Advanced,12,26
TCH2316,SCH140,Nepali,Basic,9,27
TCH2317,SCH173,English,Advanced,11,11
TCH2318,SCH240,Science,Advanced,4,25
TCH2319,SCH174,Math,Basic,11,9
TCH2320,SCH007,Math,Basic,8,22
TCH2321,SCH479,Science,Advanced,27,12
TCH2322,SCH129,Social Studies,Basic,13,27
TCH2323,SCH095,Nepali,Basic,12,28
TCH2324,SCH294,Science,Basic,6,23
TCH2325,SCH020,Social Studies,Basic,4,27
TCH2326,SCH467,Math,Advanced,1,10
TCH2327,SCH062,Math,Basic,10,8
TCH2328,SCH138,English,Advanced,9,23
TCH2329,SCH328,Science,Basic,14,8
TCH2330,SCH146,Math,Advanced,1,24
TCH2331,SCH302,Science,Basic,6,8
TCH2332,SCH496,English,Basic,17,8
TCH2333,SCH378,Math,Basic,7,16
TCH2334,SCH063,Social Studies,Basic,5,27
TCH2335,SCH099,Science,Basic,1,9
TCH2336,SCH330,Nepali,Advanced,4,27
TCH2337,SCH325,Nepali,Advanced,9,10
TCH2338,SCH299,English,Advanced,15,9
TCH2339,SCH390,Science,Advanced,14,9
TCH2340,SCH347,Nepali,Advanced,14,8
TCH2341,SCH331,Math,Basic,6,8
TCH2342,SCH433,Social Studies,Basic,13,12
TCH2343,SCH368,English,Basic,12,24
TCH2344,SCH361,English,Advanced,11,11
TCH2345,SCH101,Nepali,Advanced,19,8
TCH2346,SCH275,English,Advanced,8,10
TCH2347,SCH388,Social Studies,Basic,11,9
TCH2348,SCH044,Math,Basic,17,21
TCH2349,SCH203,Math,Basic,4,21
TCH2350,SCH305,Nepali,Basic,1,22
TCH2351,SCH476,Social Studies,Basic,6,9
TCH2352,SCH384,Social Studies,Advanced,17,8
TCH2353,SCH147,Nepali,Advanced,12,28
TCH2354,SCH400,Nepali,Basic,7,26
TCH2355,SCH165,English,Advanced,12,23
TCH2356,SCH491,Social Studies,Advanced,6,26
TCH2357,SCH024,Nepali,Basic,14,9
TCH2358,SCH076,English,Advanced,11,24
TCH2359,SCH171,Math,Advanced,15,10
TCH2360,SCH205,English,Basic,4,30
TCH2361,SCH011,Math,Basic,12,20
TCH2362,SCH288,Social Studies,Basic,11,23
TCH2363,SCH183,English,Advanced,16,12
TCH2364,SCH398,English,Advanced,10,29
TCH2365,SCH387,Social Studies,Advanced,15,9
TCH2366,SCH471,Nepali,Basic,1,20
TCH2367,SCH037,English,Advanced,4,26
TCH2368,SCH220,Nepali,Advanced,4,8
TCH2369,SCH167,Nepali,Advanced,9,9
TCH2370,SCH205,Math,Basic,8,29
TCH2371,SCH010,Math,Basic,5,24
TCH2372,SCH186,Social Studies,Advanced,17,8
TCH2373,SCH178,Science,Basic,18,8
TCH2374,SCH319,Science,Basic,9,8
TCH2375,SCH452,Science,Basic,15,25
TCH2376,SCH447,Science,Advanced,6,20
TCH2377,SCH171,Social Studies,Advanced,18,11
TCH2378,SCH330,English,Advanced,4,25
TCH2379,SCH243,Science,Basic,9,26
TCH2380,SCH054,Nepali,Basic,5,31
TCH2381,SCH388,Math,Basic,10,9
TCH2382,SCH194,Social Studies,Advanced,17,11
TCH2383,SCH141,English,Advanced,17,13
TCH2384,SCH345,Math,Advanced,7,10
TCH2385,SCH389,Science,Basic,3,22
TCH2386,SCH435,Nepali,Advanced,7,9
TCH2387,SCH297,Nepali,Advanced,16,9
TCH2388,SCH403,Social Studies,Basic,12,8
TCH2389,SCH259,English,Basic,4,19
TCH2390,SCH470,Science,Advanced,6,24
TCH2391,SCH071,Math,Basic,11,8
TCH2392,SCH330,Math,Basic,9,24
TCH2393,SCH362,Social Studies,Advanced,6,10
TCH2394,SCH173,Social Studies,Advanced,12,9
TCH2395,SCH011,Science,Basic,13,26
TCH2396,SCH094,Science,Basic,21,23
TCH2397,SCH500,Math,Basic,8,20
TCH2398,SCH203,Math,Basic,5,17
TCH2399,SCH422,Math,Basic,14,11
TCH2400,SCH238,Nepali,Basic,6,18
TCH2401,SCH085,Social Studies,Basic,24,9
TCH2402,SCH294,Math,Basic,5,28
TCH2403,SCH319,Nepali,Advanced,6,8
TCH2404,SCH208,Nepali,Basic,16,12
TCH2405,SCH484,Social Studies,Basic,6,19
TCH2406,SCH023,Nepali,Basic,12,15
TCH2407,SCH107,Social Studies,Basic,14,8
TCH2408,SCH444,Social Studies,Basic,6,26
TCH2409,SCH451,Math,Advanced,6,9
TCH2410,SCH269,Math,Basic,9,9
TCH2411,SCH030,Science,Advanced,8,24
TCH2412,SCH129,Nepali,Basic,8,29
TCH2413,SCH084,Nepali,Advanced,20,10
TCH2414,SCH334,Social Studies,Basic,13,8
TCH2415,SCH406,Social Studies,Advanced,1,9
TCH2416,SCH308,Social Studies,Basic,21,9
TCH2417,SCH270,Math,Advanced,16,9
TCH2418,SCH419,Math,Advanced,12,8
TCH2419,SCH002,Social Studies,Basic,16,10
TCH2420,SCH187,Social Studies,Basic,4,18
TCH2421,SCH491,Math,Basic,11,26
TCH2422,SCH281,Math,Basic,9,21
TCH2423,SCH069,Math,Basic,16,8
TCH2424,SCH345,Science,Advanced,17,8
TCH2425,SCH078,English,Basic,4,9
TCH2426,SCH107,Science,Basic,15,11
TCH2427,SCH124,Science,Basic,13,12
TCH2428,SCH478,Nepali,Basic,13,10
TCH2429,SCH273,Social Studies,Advanced,1,20
TCH2430,SCH292,Math,Advanced,18,8
TCH2431,SCH495,English,Basic,6,23
TCH2432,SCH467,English,Advanced,5,8
TCH2433,SCH088,Social Studies,Basic,7,20
TCH2434,SCH445,Math,Advanced,9,8
TCH2435,SCH451,Social Studies,Basic,12,11
TCH2436,SCH445,Nepali,Basic,20,10
TCH2437,SCH134,Nepali,Advanced,2,30
TCH2438,SCH294,Math,Advanced,9,22
TCH2439,SCH399,English,Basic,9,8
TCH2440,SCH413,English,Advanced,11,28
TCH2441,SCH491,Social Studies,Basic,9,29
TCH2442,SCH079,Math,Advanced,11,14
TCH2443,SCH256,Nepali,Basic,7,17
TCH2444,SCH278,Math,Advanced,17,9
TCH2445,SCH149,Math,Advanced,18,10
TCH2446,SCH199,Nepali,Advanced,7,9
TCH2447,SCH224,English,Basic,1,21
